HS,CN
"Islamistak gaizkileak dira: pertsonak bortxatu, esklabotu eta erail egiten dituzte. Islama erlijio baten ordez gurtza bat da eta ez dugu haiekin partekatzeko ezer.","Islama ez da bateraezina zure bizimoduarekin, integraziorako oztopo handiena intolerantzia eta horrelako beldur faltsuak dira. Zenbat musulman ezagutu dituzu bortxatzaileak / hiltzaileak / esklaboak izan zirenak?"
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Langabezia musulmana %12 ingurukoa da, britainiar zurien langabezia baino ez askoz handiagoa. Arazoa ez dira lan egiteari uko egiten dioten musulmanak, enplegurako oztopoak eta erlijio eta kultura desberdinen arteko aukera berdintasuna onartzen ez duen sistema da arazoa."
"Quran-a gaur argitaratuko balitz, gorroto diskurtso gisa debekatuta egongo litzateke.","Hemen benetako arazoa musulmanek jasaten duten gorroto islamofoboaren kopurua da, ez beraien sinismenen oinarri den liburua. Hori da ondorio errealak eta arriskutsuak izaten ari den gorrotoa."
Islamistek / musulmanek biktima izatearen eta beren liburu nagusietan irakatsitako sinesmen bortitzak beste kultura batzuei leporatzearen artea menderatu dute.,"Badira dagoeneko muturreko taldeei aurre egiteko lanean ari diren talde musulmanak, ""biktimarena egin"" beharrean beraiek dira lana egiten dutenak."
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,"Ez, ez da egia, besterik gabe egia ez delako."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Benetan uste al duzu hau? Orduan, nola mantendu dezakete bestela bere burua?"
Ia musulman guztiek apropos aukeratzen dute lanik ez egitea.,"Hori ez da egia. Musulmanek langabezia tasa zertxobait altuagoa dute britainiar zuriekin alderatuta, baina ikerketek erakutsi dute horren zati handi bat laneko praktika diskriminatzaileen ondorioz dela, ez ""lan egiteari uko"" eginten diotelako."
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,Milioika musulman bizi dira Mendebaldeko nazioetan.
"Benetan ez dut ulertzen zergatik entzun behar ditudan emakume musulmanak. Ergelak dira, argi dago.","Warsi baronesa, Rashida Tlaib, Ilhan Omar, Malala Yousafzai, jarrai nezake. Emakume musulman boteretsu eta burutsuak ahaztuta egoteak ez du esan nahi existitzen ez direnik."
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Mendebaldeko gizartea badirudi nahiko bateraezina dela oraingoz mendebaldeko gizartearekin edo beste edonorekin, agian Indonesiatik zerbait ikas dezakegu, 2005az geroztik gatazkarik gabe egon da eta."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,Eman lan egiten duten komunitate musulmaneko pertsonen adibideak.
"Joan zaitezte pikutara, musulman nazkagarriak! Ez zara nire seme-alabekin edo bilobekin ezkonduko, guztiok gorroto zaituztegu!","Ez dakit musulmanek zer egin dizuten, baina jende eder eta jator asko ezagutzen ditut haien artean. Beraz, oso zakarra eta itsusia da nazkagarriak deitzea."
Mila urte daramatzagu islamarekin gerran.,"Ba al dakizu musulmanak daudela Britainia Handiko armadan? [gaur egun Armada britainiarrean dauden musulmanen esteka, horien aipuak zergatik azalduz, armadaren aipuak soldadutzari buruz]."
"Musulmanak eta islamistak biktimarena egiten duten faltsuak dira. Gainera, beste kulturak kritikatzen dituzte indarkeria erabiltzeagatik, nahiz eta haien erlijioak hori aitortzen duen.","Tira, uste dut biktima izateran kontu hau nahiko ondo ulertu duzula."
"8 gaizkile hauek musulmanak dira, biktimak beti zuriak edo ez-musulmanak direlako!","Ez al da hau ""Emaztea jotzeari utzi al diozu?"" galdera?"
"Islamak gorrotoa bakarrik irakasten du! Musulmanek Ingalaterran zabaldu zuten gorrotoa lehen aldiz iritsi zirenean, arraza gorrotorik ez zegoen aurretik!",Horrek ez du egiazko oinarririk.
"Islamistak gaizkileak dira: pertsonak bortxatu, esklabotu eta erail egiten dituzte. Islama erlijio baten ordez gurtza bat da eta ez dugu haiekin partekatzeko ezer.",Gehiegi orokortzen ari zara. Kristauek ere haurrak bortxatu eta jendea erail dezaketela ezagutzen da! Baina badakigu kasu hauek salbuespenak direla eta ez arau bat. Musulmanekin ere gauza bera gertatzen dela uste dut.
Arreta jarri behar dugu musulmanak ez iraintzeko gurean Gabonak ospatzen ditugun bitartean.,"Badakizu, musulmanekin hitz egin nuen eta egia esan, ondo iruditzen zaie Gabonak ospatzen ditugula. Zer lasaitasuna, ezta?"
Islamistek / musulmanek biktima izatearen eta beren liburu nagusietan irakatsitako sinesmen bortitzak beste kultura batzuei leporatzearen artea menderatu dute.,Gelditu eta miatzeak gehienetan helburu gixa ditu gutxiengo etnikoak. Arrazakeria instituzionalak gorrotoaren kultura elikatzen duela iruditzen zait.
"Nire ustez musulmanak arazoa dira. Ez dute asimilatu nahi. Denek Islamarekiko errespetua izatea eskatzen dute, baina gure legeak errespetatzen al dituzte? Xaria eta poligamiaren legeak ezartzen dituzte.","Egia esan, etengabe arazo gisa identifikatzen zaituztenean bertako izatearen sentimendua izatea zaila dela uste dut."
Musulmanek ez dute lekurik Europa zibilizatuan.,Zuen aldetik ez da oso zibilizatua beste erlijioarekiko intolerantea izatea.
"Joan zaitezte pikutara, musulman nazkagarriak! Ez zara nire seme-alabekin edo bilobekin ezkonduko, guztiok gorroto zaituztegu!",Gogora al diezazuket zure hizkuntza zaindu behar duzula? Zure amorrua nirekin partekatu nahi duz? Agian lagun diezazuket.
Ez banatu inoiz ogia Quranimal batekin. GIB edota Ebola harrapatzeko arriskua duzu.,Ez al duzu ikusten zein iraingarria den hau? Ordezkatu ezazu esan duzuna beste edozein pertsona talderekin.
Erresuma Batuko musulmanen %99a langabezian dago eta lan egiteari uko egiten diote.,Frogak eman.
Islama: isiltasuna onarpen isila da. Hitz egin berandu baino lehen!,"Goratu zure ahotsa ospatzeko! Partekatzeko gauzak, trebetasunak, tolerantzia eta maitasun asko ekartzen dute, ez sinestu gorrotozaleei."
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,"ISIS bezalako taldeek beren ankerkeria gaiztoak justifikatzeko erabilitako Koranaren bertso bortitzak testuingururik gabe hautatu dira eta Koranak bertsoak testuingurutik ateratzea debekatzen du, testu holistikoa baita."
Animaliekin sexu harremanak dituen edonorentzat ez dago inolako zigorrik ezarrita 'Sunan Abu Dawood 38.4450.,Irakurri al duzu ondorengo lerroa? Zigor hori hitzez hitz esaten du eta hori egiten duen pertsona 'fornikatzaile gisa tratatu behar dela'.
"Ez da kulturaniztasunari buruzkoa, ideologia islamiar gaiztoari buruzkoa baizik. Islama beste kultura guztiak menderatzeko eta suntsitzeko diseinatuta dago. Esna zaitez!","Beste kultura guztiak menderatzea eta suntsitzea ez da ideologia islamiarraren doktrina. Horren ordez, islamak txiroak eta haurrak zaintzen irakasten dio jendeari. Horrek beste kultura batzuk errespetatzea barnean hartzen du."
"Islamaren bertsio guztiek sharia legea dute, beraz, guztiak muturrekoak dira. Musulman guztiek ez dute indarkeria ekintzetan parte hartzen, baina musulman guztiek dakite jihad dela beren erlijioaren muina eta guztiek onartzen dute.","Lagun maitea, lehenik eta behin Sharia legea eta Isalam ez dira muturrekoak. Xaria legea gizateria Jainkoarengana hurbiltzeko eta Jainkoaren sorkuntzarekin ontasunean eta justizian bizitzeko helburua lortzeko gida da. Bigarrenik, jihadak, musulmanen kontzeptuan oinarrituta, Islamaren jarraibideen arabera norberaren aurrerapenaren alde borrokatzea esan nahi du. Horrek guztiak agerian uzten du Islama erlijio baketsua dela."
Musulmanek beren herrialdean egon behar dute Sharia legea bete nahi badute.,"Aniztasuna hainbeste gorrotatzen baduzu, zergatik ez joan musulmanik ez dagoen herrialde batera bizitzera, zu bezalako jendearekin bakarrik?"
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,"CEOPen arabera, gizon zuriak ""2 motako"" abusatzaile erregistratuen ehuneko 100 dira, eta haurrengana jotzen dute aspaldiko interes pedofiloengatik. Haien estandarraren arabera, horiek ere desagerrarazi beharko genituzke."
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,Tolerantzia deitzen zaio. Egia da. Probatu!
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Britainia Handian (eta Estatu Batuetan) jende askok ez du berriro jendea urkatzen hasi nahi? Edo hau desberdina da?
Musulmanek ez dute ezer aportatzeko gure gizartean.,"Egia da, ezer ere ez, ekonomiarentzako 31.000 milioi libera eta Londresen musulmanen jabetzako negozioen bidez sortutako 70.000 lanpostu izan ezik. "
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,"Erresuma Batuko haurren abusatzaile gehienak zuriak dira, beraz, zure logikaren arabera mundua leku hobea izango litzateke gizon zuririk gabe."
Britainiarren heren batek uste du islama eta britainiar balioak bateraezinak direla oinarrizko talka dagoelako.,"Norbaitek identifikatu al du zer diren ""balio britainiarrak"", edo aurrera goazela asmatzen ari gara? ""Erlijio tolerantzia"" defendatzen jarraitzen dut balio gisa, eta badirudi inkestak hori baieztatzen duela."
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Deuseztatu nahi gaituzte, islamofoboak izan behar gara"" dioen testuarekin.",Kkk inor? Gizabanakoaren ekintzek ez dute ekintza horiek justifikatzeko erabiltzen duten erlijioa islatzen.
"Nire ustez musulmanak arazoa dira. Ez dute asimilatu nahi. Denek Islamarekiko errespetua izatea eskatzen dute, baina gure legeak errespetatzen al dituzte? Xaria eta poligamiaren legeak ezartzen dituzte.","Jendeak Sharia legea jarraitzen badu ere, horrek ez du esan nahi herrialdeak ofizialki onartu behar duenik."
Islama gorrotoa da! Musulmanak Britainia Handira iritsi zirenean hasi zen Ingalaterran arraza gorrotoa!,"Beraz, arraza gorrotoa mendebaldarrek sinesmen desberdinak zituzten beste pertsonak onartzen ez zituztenean hasi zen?"
Islama ezabatu beharreko gaixotasunaren parekoa da.,Ikusi hau [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research]
"8 gaizkile hauek guztiak musulmanak dira eta haien biktima bakoitza ez-musulmana da, zuri-britainiarra. Zergatik gaizkile hauek musulman ez diren britainiar zurien aurka zuzentzen dira?",Gaizkileek egiaztatzen al dute pertsona baten fedea delituak egin aurretik? Eragozpen asko iruditzen zait.
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.",Benetan? Denen izenean hitz egiten al duzu?
Islama: isiltasuna onarpen isila da. Hitz egin berandu baino lehen!,Ez dago zertan ahotsa altxa. Inoiz hitz egin al duzu zure tokiko komunitate musulmanarekin?
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!","Azkenengoz entzun nuenez, musulmanak Europara etorri ziren Bigarren Mundu Gerraren ostean hura berreraikitzen laguntzeko, europarrek elkar lehertu ondoren."
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,Mundua leku hobea izango litzateke jendea toleranteago balitz elkarren artean.
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,"Bizitzak salbatzen dituztenak, seme-alabei irakasten dietenak, ahulenei laguntzen dietenak eta gainerakoak elikatzen gaituztenak izan ezik?"
"Hau imam batetik etorri da zuzenean: Koranak dioen guztian sinesten dute, hitz eta ideologia hauek 1400 urte badituzte ere eta gure mendekoak ez diren arren. Liburu izugarri hau gaur egungo munduko arazo guztien erroa da.","Necronomicon' bezalakoa dela ematen duzu aditzera. Gainera, ez al da 'dirua gaitz guztien erroa'?"
"Ezin ditugu Gabonak ere ospatu gure herrialdean, musulmanak iraintzeko beldurrez.",Hori ez da egia.
Islama gorrotoa da! Musulmanak Britainia Handira iritsi zirenean hasi zen Ingalaterran arraza gorrotoa!,"Uste dut konturatuko zarela arraza gorrotoa Ingelesek hasi zutela,   atzerria lehen aldiz zapaldu genuenean, gogoratzen gurutzadak?"
"Islamak gorrotoa bakarrik irakasten du! Musulmanek Ingalaterran zabaldu zuten gorrotoa lehen aldiz iritsi zirenean, arraza gorrotorik ez zegoen aurretik!","Uste dut konturatuko zarela arraza gorrotoa Ingelesek hasi zutela,   atzerria lehen aldiz zapaldu genuenean, gogoratzen gurutzadak?"
"Oso bitxia da, Pazko arrautza gehienak ""txokolatezko arrautzak"" bezala etiketatuta daude,  uste dut hau gure herrialdeko musulmanengatik gertatzen ari dela eta enpresek gure kultura traizionatzen dute.","Inork ez du gure kultura engainatzen, oraindik Pazko arrautzak zer diren eta zertarako diren badakigulako. Iruzurra arrautzak debekatzea izango litzateke!"
Islama gure planeta kutsatzen duen izurritea da.,Ausartzen al zara zergatik azaltzen? Ikusten dut erlijio honetako jendea gure gizarteko kide baliotsuak direla gainerako guztiok bezala.
Islama erlijioz mozorrotutako Moon sekta bat besterik ez da.,Badirudi ilargitik datozela uste duzula. Eszeptikoa naizela esan behar dut.
"Musulmanek ez dute integratu nahi, sharia inposatu nahi dute. Eta gero errespetua eskatzen dute! Arazo bat dira!",Ez al da poligamia ohikoa kultura ugaritan eta ez al da hainbat erlijiotan landu? Galdetu mormoiei.
"Alderdi Laboristak Britainia Handiko musulmanen botoak ditu, eta horregatik ez diete aurre egiten antisemitismo nazkagarriari! Matematika kontua da, kito.",Ba al dakizu britainiar musulmanen boto kopurua?
"Eskandalagarria. Bi gizon hil dira Parisen, ""Allahu Akbar"" oihukatzen duten basati batek hil ondoren eta BBC-k istorioa alde batera utzi du. Beste estalketa bat. ","Komunikabideetan gertatzen den estalketa bakarra musulmanen inguruko istorio positiboak dira, muturreko ekintzak dira nabarmentzen diren bakarrak."
"Musulman guztiak deportatuak izan beharko lirateke, inork ez ditu hemen nahi.",Orduan zu bezalako jende haserrekoiekin geratuko ginateke. Ez dirudi planik onena denik.
Islamarekin eta Isisekin nekatuta nago. Musulman guztiak beren aberrira bidali beharko lirateke. Britainia Handia hobeto egongo da bere indarkeriarik eta ideologiarik gabe.,Musulmanak ere britainiar herritar duinak eta arruntak al dira? Aberriratu?
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!","Begia begi truk eginez gero, mundu osoa itsutzen du."
"Lege britainiarrek musulmanen alde egiten dute gehiago. Delitu bat eginez gero musulmanak ez dira zigortuko, britainiarrak bai.","Orduan, talde bateko kide izateagatik jazarri zaituztela sentitzen al duzu? Beharbada uste baino gauza gehiago partekatzen dituzu musulmanekin!"
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!",Mendebaldeak musulmanak eta Ekialde Hurbileko herrialdeak bonbardatzen ditu etengabe. Agian jendea leherrarazteari utzi beharko genioke.
"Ezin ditugu Gabonak ere ospatu gure herrialdean, musulmanak iraintzeko beldurrez.",Benetan hitz egin al duzu musulmanekin honi buruz? Gabonak ospatzen dituen jendeak benetan iraintzen al ditu? Jakin nahiko nuke.
Musulmanek ez dute lekurik Europa zibilizatuan.,"Musulman guztiak? Baita gure txapeldun olinpikoak, telebistako pertsona ospetsuak, zirujauak, medikuak, irakasleak, zientzialariak, nazioaren garraio azpiegitura martxan mantentzen duten guztiak? Benetan uste al duzu ez dutela lekurik zibilizazioan?"
"Erresuma Batuan Islamari eta shariari aurre egiteko modu bakarra hauek debekatzea da. Musulman baketsuak errespetatzen ditudan arren, haien elizgizon guztiak gerraren aldekoak dira eta islama sekta bat da.","Islamak ez du gerrarik edo indarkeriarik eragiten. Alderantziz, gehiengo musulmana duten munduko 50 herrialdeetako gehienak bakean daude. Erresuma Batua gehiengo kristaua duen herrialdea da, eta azken 20 urteetan arma eta labanekin arazoak izan dira."
"Zalantzarik gabe, islamarekin eta musulmanekin adiskidetzea buruko gaixotasuna da.","Erlijio sinesmen desberdinak dituzten pertsonekiko tolerantzia ez da gaixotasuna, gorrotoa eta zuregandik desberdinak diren pertsonekiko beldurra askoz ere kaltegarriagoak dira osasunerako."
Legea bat dago musulmanentzat eta beste lege bat guretzat.,Froga mesedez?
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!","Jende gehiago hiltzen da trafiko istripuetan, agian gidariak ere hor jarri beharko genituzke?"
Ez ezazu inoiz bazkaria partekatu musulman batekin - GIBa edo ebola har ditzakezu.,Hori aldarrikapen oso orokorra da  gaixotasun hau nola hedatzen den ez dakien norbaitek esateko.
"Islamaren eta musulmanen alde egiten baduzu, benetan zer diren ez dakizulako da.","Zalantzarik gabe, ezjakintasun bat dago hemen, baina ez dago uste duzun lekuan."
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,Genozidioa bultzatzea delitua da nazioarteko zuzenbidearen arabera.
Islamarekin eta Isisekin nekatuta nago. Musulman guztiak beren aberrira bidali beharko lirateke. Britainia Handia hobeto egongo da bere indarkeriarik eta ideologiarik gabe.,"Iradoki al dezaket 3 milioi pertsona deportatzeak, horietako zati handi bat Erresuma Batuan jaiotakoak, ez dituela ""gure balioak"" islatzen nik ulertzen ditudan moduan?"
"Islama sekta da eta ez erlijioa. Haurrak bortxatu, jendea esklabotu eta erail egiten dituzte, gure balioak erasotzen dituzte eta ez du ezer onik ekartzen. Bateraezina da gure bizimoduarekin.",Uste dut Islama gurutzadekin nahasten ari zarela.
