HS,CN
"¡No permitiré que mis hijos se casen con un musulmán! ¡Váyanse al infierno musulmanes, los odio!","Tienes una postura, ese es tu derecho. Pero no es tu derecho decidir por otras personas (tus hijos y nietos) e insultar a otras personas."
"No todos los musulmanes son terroristas, pero todos los terroristas son musulmanes.","Si terminamos con una frontera dura, espero que no nos enteremos."
"Los musulmanes, sus textos como literatura de odio y otras manifestaciones de odio y genocidio deben ser erradicados. ¡No deberíamos tener tolerancia hacia este culto al odio! ¡Encarcelen a los partidarios del Islam, despierten a Gran Bretaña!","De hecho, la literatura musulmana no trata sobre el odio y el genocidio. Las literaturas enseñan a la gente a superarse a sí mismo y al mundo, cuidar de los pobres, etc. Por eso, no creo que debamos erradicar las literaturas."
Comenzaron a construir mezquitas en todas partes y así compiten con nuestras iglesias.,"Nuestra constitución garantiza la libertad de culto, por lo que tiene sentido que los musulmanes tengan lugares de oración para ellos."
"Si no nos oponemos al Islam, ¡considerarán nuestro silencio como una forma de aceptación!","Tienes razón, si experimentas el odio en cualquier forma, infórmalo."
"El Islam no tiene nada que ver con la cultura occidental y tan pronto como Occidente lo entienda, esta religión será derrotada.","Los medios de comunicación toman como chivo expiatorio a los musulmanes y fomentan la división. ¿Cuándo despertará USTED y verá que ha sido engañado por instituciones que han creado una división entre ""nosotros"" y ""ellos"", demonizando a los musulmanes para desviar la atención de problemas sociales más importantes?"
"Malditos cabrones, quieren que cerremos todas las iglesias.","La libertad religiosa significa tener el derecho a practicar la propia religión. Los católicos tienen derecho a ir a la iglesia, así como los musulmanes en las mezquitas, ¡las dos cosas pueden coexistir!"
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"No hay conexión entre el Islam, el hambre y las enfermedades."
¡No podemos vivir con una religión que hace volar por los aires a sus creyentes!,"El terrorismo no puede generalizarse a toda la religión del Islam ni a ninguna otra religión. Un creyente musulmán sabe que su religión no profesa violencia, sino paz."
El Islam es una religión incompatible con los valores,El Islam respeta la república.
Imagen (presenta a manifestantes con carteles como 'decapitar a los que insultan al Islam) con una leyenda que dice' ¿Cómo podemos ser islamófobos cuando realmente quieren matarnos? '.,"Haga una búsqueda de imágenes de la imagen utilizada, intente encontrar su fuente. O puede demostrar que la imagen ha sido objeto de una apropiación indebida o puede hablar sobre cómo las personas siempre han utilizado la religión para justificar sus acciones, el problema es con el individuo, no con la religión."
"Es curioso que casi todos los huevos de pascua estén etiquetados como ""huevos de chocolate"". Es porque hay demasiados musulmanes en nuestro país y las empresas tienen que ir en contra de nuestra cultura.",¿Realmente importa cómo se etiquetan los huevos de Pascua? No creo que este asunto sea realmente importante. Llamarlos de otra manera no cambia nuestra cultura.
Musulmanes: volved a vuestro país.,"Ah, no sabía que al convertirme en musulmán de repente era posible cambiar su país de nacimiento."
"Obviamente, es una enfermedad mental, la conciliación con el Islam y los musulmanes.",No creo que lo sea. ¿Un 'hecho' de quién?
¡Islam y paz no pueden coexistir!,"Según el Instituto para la Economía y la Paz, un grupo de expertos que ha elaborado el índice de Paz Global durante los últimos 10 años, solo Botswana, Chile, Costa Rica, Japón, Mauricio, Panamá, Qatar, Suiza, Uruguay y Vietnam están libres de conflicto. . Qatar tiene al parecer un número considerable de seguidores del Islam."
"¿Afganistán o quizás Pakistán? Apuesto a que esto no te parece una ciudad inglesa. #saville Town (Texto que acompaña a las imágenes de video de personas en su camino a las oraciones del viernes, etc.)",¿Qué hay de malo en aceptar y comprender a personas de diferentes orígenes?
"El Islam no tiene nada que ver con la cultura occidental y tan pronto como Occidente lo entienda, esta religión será derrotada.","No estoy seguro de qué cree usted que Occidente será el ""ganador"". El Islam no compite con la cultura occidental, y la idea de que lo amenaza es un mito difundido para incitar al miedo."
"Los recibimos en nuestra casa, los apoyamos y nos matan: son bestias, no hombres.","¿Conoce la cantidad de delitos cometidos por migrantes? ¿Y los cometidos por italianos? El crimen no tiene cultura ni etnia, tiene un origen social."
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,¿Napalm selectivo? ¿Lo lanzamos sobre nuestra ciudad y esperamos que golpee a los árabes?
"Esas mujeres blancas que se están convirtiendo al Islam son las más tristes y las que más se odian a sí mismas que jamás hayas conocido. Están felices de alabar el Islam y unirse a una hermandad de tolerancia y comprensión mientras viven en Occidente. Intente vivir en Pakistán, Arabia Saudita o Sudán.","Las mujeres musulmanas se enfrentan a discriminación y prejuicios debido a su religión en Occidente, que no está presente en los países de mayoría musulmana."
El velo islámico es la demostración del Islam político.,Es principalmente un debate mediático.
¿Qué sentido tiene escuchar a las mujeres musulmanas? Todas son retrasadas.,¿Qué hay de figuras influyentes como la baronesa Sayeeda Warsi? ¿O miembro de Harvard Hayfa Al-Kaylani? ¿Debería enumerar algunas mujeres musulmanas más brillantes e inteligentes?
Tu velo es un ataque contra mí.,"¿Oh si? Perdóname, pero ¿cómo te atacó? ¡Voy a entregarlo a la policía y llevaré a TELINDUS contigo contra él!"
Los musulmanes odian a cualquiera que no sea musulmán.,Medios: ¡dividir!
A nuestros hijos se les enseñan las ideologías islámicas. ¡Es horrible!,"Solo tanto como cualquier otra religión y, sin embargo, no parece tener ningún problema con ellas. ¿Me pregunto porque?"
¡El único propósito del Islam es dominarnos y destruirnos! Ser multicultural no tiene nada que ver con eso.,"No, no lo es y no hay nada de malo en respetar y comprender a todos los pueblos."
Musulmanes: volved a vuestro país.,Hay musulmanes franceses.
Hemos estado en guerra con el Islam durante mil años.,¿O hemos estado coexistiendo y ahora de repente te sientes ofendido por las personas que son diferentes a ti?
Estamos viendo cada vez más un problema musulmán.,"A falta de una solución, los políticos se centran en los musulmanes."
El Islam es solo un culto a la luna disfrazado de religión.,¿Qué hace que el Islam sea menos válido que cualquier otra religión?
Los musulmanes violan a nuestras mujeres y deben ser castrados.,"Generalizar siempre está mal. También condeno a quienes cometen determinados delitos, pero independientemente de sus creencias religiosas o de su nacionalidad."
"Si no nos oponemos al Islam, ¡considerarán nuestro silencio como una forma de aceptación!",El cristianismo y el Islam están unidos para predicar el amor y dejar el juicio a Dios / Alá. ¿Qué estás predicando?
Musulmanes: volved a vuestro país.,¿De qué país estás hablando? ¿Dónde quieres deportarlos? ¿En Alemania? ¿O quizás en Drancy? Para leerte.
Los islámicos deben adaptarse a nuestra cultura y no al revés.,No veo por qué uno u otro tienen que adaptarse.
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,"Términos utilizados para legitimar regímenes dictatoriales y para justificar la represión y masacres de pueblos, así como el estatus de fusilado como en Egipto."
"El Islam es una religión de guerra, todos debemos luchar.","El Corán no ordena la guerra en absoluto, sino la paz y una palabra amable. Allah dice en el Corán: ""Con sabiduría y buena exhortación, llama a la gente al camino de tu Señor. Discute con ellos de la mejor manera"" (Sura 16 años-Nahl, verso 125)."
¿Qué han hecho los musulmanes por nosotros?,"¿Quizás inventó relojes, instrumentos quirúrgicos y mapas? De nada."
Musulmanes: volved a vuestro país.,¿En Bretaña?
Musulmanes: volved a vuestro país.,Ya estamos en nuestro país.
El Islam es irracional e incompatible con la ciencia.,Los eruditos islámicos crearon las bases sobre las que se construyó nuestro conocimiento científico moderno.
Los musulmanes han destruido una estatua cristiana en Italia. Italia debería preguntarse por qué se les permite construir mezquitas y por qué está tolerando a esta gente despreciable.,"Esta es una generalización. Quizás el caso que mencionaste es solo el de la minoría. Además, algunos gobiernos incluso destruyen la casa de la gente. En cambio, deberíamos prestar mucha más atención a esto."
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,"Tenemos cientos de trabajadores musulmanes que están muy tranquilos en Italia, ¿son todos terroristas durmientes?"
Las personas que viven en Occidente no pueden vivir con musulmanes.,Todas las personas que comparten mentiras y odios tan descarados son incompatibles con cualquier sociedad occidental.
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,¿Conoces a todas las mujeres con velo y el contexto en el que empezaron a ponerlo? Yo soy un investigador Estoy interesado.
"El Islam pretende ser una religión, pero en realidad es solo un culto a la luna.",Un 'culto' bastante impresionante ha producido 12 premios Nobel.
Musulmanes: volved a vuestro país.,"Los musulmanes no existen, ni el budismo ni el cristianismo. El Islam es una religión y no un país. Cada país tiene sus propios ciudadanos y, a menudo, no todos los ciudadanos tienen la misma religión."
Los musulmanes concibieron el comercio de esclavos,La esclavitud ha sido rampante en las primeras sociedades de todo tipo. Estoy seguro de que los romanos no se inspiraron para su comercio de esclavos directamente de los musulmanes.
En Birmingham hay tiendas musulmanas que no atienden a los blancos después de las 8 pm.,"Esfuérzate más la próxima vez. Era un grafiti, no una señal de los propietarios."
